"","id","sp","trait"
"4200","918230","spp_1837",0.732825273880735
"4208","158941","spp_318",0.714847398456186
"4215","601282","spp_1203",0.670331505825743
"4217","611983","spp_1224",0.678387997671962
"4218","346185","spp_693",0.728487941203639
"4219","644931","spp_1290",0.836585158715025
"4220","128347","spp_257",0.760980155086145
"4223","916387","spp_1833",0.777748480206355
"4224","449516","spp_900",0.674096899805591
"4226","923372","spp_1847",0.756811425322667
"4230","128436","spp_257",0.760980155086145
"4231","735137","spp_1471",0.758561538532376
"4232","311310","spp_623",0.761320275720209
"4234","236884","spp_474",0.797686737962067
"4235","947062","spp_1895",0.720775224734098
"4236","775981","spp_1552",0.646844316041097
"4238","131138","spp_263",0.818678463576362
"4243","737417","spp_1475",0.783777733333409
"4244","930346","spp_1861",0.813333400757983
"4246","66666","spp_134",0.678567048162222
"4249","129293","spp_259",0.721098031615838
"4252","542506","spp_1086",0.686443849699572
"4254","695453","spp_1391",0.710227504838258
"4258","935458","spp_1871",0.760416097939014
"4259","372461","spp_745",0.742927369428799
"4260","827352","spp_1655",0.787384784081951
"4261","259139","spp_519",0.839384693652391
"4262","451894","spp_904",0.751882685115561
"4265","142311","spp_285",0.749523591017351
"4266","749225","spp_1499",0.762673931661993
"4267","954198","spp_1909",0.657707015052438
"4268","936268","spp_1873",0.786608013790101
"4270","617929","spp_1236",0.804466549539939
"4272","907516","spp_1816",0.769710869994015
"4281","992878","spp_1986",0.709479989949614
"4282","982305","spp_1965",0.795350914821029
"4283","990670","spp_1982",0.741787048755214
"4284","451863","spp_904",0.751882685115561
"4286","372819","spp_746",0.731161013478413
"4290","718146","spp_1437",0.846201143227518
"4291","544667","spp_1090",0.829214639030397
"4294","456088","spp_913",0.681256828131154
"4295","122531","spp_246",0.795529174851254
"4296","803215","spp_1607",0.765031371731311
"4297","847153","spp_1695",0.706548936665058
"4298","677336","spp_1355",0.828045527683571
"4300","76149","spp_153",0.744395202724263
"4306","756813","spp_1514",0.716696648159996
"4311","714839","spp_1430",0.609119679545984
"4313","114569","spp_230",0.791633933782578
"4317","221241","spp_443",0.653461850713938
"4319","735041","spp_1471",0.758561538532376
"4320","484479","spp_969",0.763961679534987
"4323","251564","spp_504",0.743847578298301
"4326","321539","spp_644",0.725224808324128
"4328","950260","spp_1901",0.704604828730226
"4329","722906","spp_1446",0.706123156473041
"4330","555810","spp_1112",0.747713733930141
"4333","805087","spp_1611",0.83512439741753
"4336","351935","spp_704",0.710267593385652
"4342","971481","spp_1943",0.815962721593678
"4347","759468","spp_1519",0.81732507259585
"4348","641650","spp_1284",0.741455717012286
"4349","686734","spp_1374",0.782688175328076
"4350","909774","spp_1820",0.726250952575356
"4353","827468","spp_1655",0.787384784081951
"4354","402857","spp_806",0.734338574344292
"4366","698365","spp_1397",0.720225559780374
"4369","461777","spp_924",0.843426047824323
"4373","134474","spp_269",0.802727065747604
"4376","925363","spp_1851",0.761586748529226
"4381","506974","spp_1014",0.755374198080972
"4382","990546","spp_1982",0.741787048755214
"4386","441363","spp_883",0.820376392221078
"4391","548993","spp_1098",0.744412906235084
"4393","889898","spp_1780",0.748353618662804
"4397","268508","spp_538",0.743342543020844
"4403","51179","spp_103",0.763306735083461
"4407","742469","spp_1485",0.661920787999406
"4408","764484","spp_1529",0.826330349082127
"4409","387121","spp_775",0.664203817257658
"4416","936286","spp_1873",0.786608013790101
"4420","764095","spp_1529",0.826330349082127
"4424","389651","spp_780",0.768279578536749
"4425","38136","spp_77",0.796122138155624
"4427","720656","spp_1442",0.725494368933141
"4429","878732","spp_1758",0.755227337824181
"4435","305343","spp_611",0.79777639452368
"4438","886023","spp_1773",0.746566077461466
"4440","563089","spp_1127",0.844379312824458
"4450","45892","spp_92",0.800731405615807
"4452","886215","spp_1773",0.746566077461466
"4454","818030","spp_1637",0.844575829105452
"4455","930080","spp_1861",0.813333400757983
"4456","993618","spp_1988",0.78246870264411
"4457","189871","spp_380",0.766817635856569
"4461","10270","spp_21",0.816016268450767
"4466","643033","spp_1287",0.788263506954536
"4467","690022","spp_1381",0.695080079836771
"4469","186956","spp_374",0.77325704228133
"4470","450550","spp_902",0.727054596878588
"4472","466754","spp_934",0.69143801741302
"4476","100953","spp_202",0.834021548740566
"4479","530666","spp_1062",0.697952583199367
"4490","265011","spp_531",0.706807534908876
"4491","609339","spp_1219",0.810777517035604
"4492","629130","spp_1259",0.698363954434171
"4493","376985","spp_754",0.660427360795438
"4496","756550","spp_1514",0.716696648159996
"4499","918269","spp_1837",0.732825273880735
"4500","724828","spp_1450",0.780475742183626
"4502","620628","spp_1242",0.711875150213018
"4504","499914","spp_1000",0.76292548305355
"4507","295584","spp_592",0.813664824934676
"4508","7406","spp_15",0.859305954305455
"4511","918135","spp_1837",0.732825273880735
"4512","923137","spp_1847",0.756811425322667
"4514","646242","spp_1293",0.788700547534972
"4516","644964","spp_1290",0.836585158715025
"4518","803944","spp_1608",0.873571861768141
"4519","161747","spp_324",0.836772806709632
"4520","783597","spp_1568",0.74411557870917
"4521","243807","spp_488",0.71305026859045
"4522","500759","spp_1002",0.756047263508663
"4531","813671","spp_1628",0.812082409393042
"4536","710894","spp_1422",0.706559245474637
"4537","848462","spp_1697",0.733141971519217
"4538","76191","spp_153",0.744395202724263
"4540","162959","spp_326",0.888343726983294
"4542","742427","spp_1485",0.661920787999406
"4546","886292","spp_1773",0.746566077461466
"4548","530850","spp_1062",0.697952583199367
